Freq	DF_LOWSHELF(FREQ,350,3.5,0,48000)
+DF_HIGHSHELF(FREQ,3500,-2.5,0,48000)
3682.250977	-1.552918
3682.617188	-1.553160
3682.983398	-1.553402
3683.349609	-1.553644
3683.715820	-1.553886
3684.082031	-1.554127
3684.448242	-1.554369
3684.814453	-1.554611
3685.180664	-1.554852
3685.546875	-1.555094
3685.913086	-1.555335
3686.279297	-1.555577
3686.645508	-1.555818
3687.011719	-1.556059
3687.377930	-1.556301
3687.744141	-1.556542
3688.110352	-1.556783
3688.476562	-1.557024
3688.842773	-1.557265
3689.208984	-1.557506
3689.575195	-1.557747
3689.941406	-1.557988
3690.307617	-1.558229
3690.673828	-1.558470
3691.040039	-1.558711
3691.406250	-1.558952
3691.772461	-1.559192
3692.138672	-1.559433
3692.504883	-1.559674
3692.871094	-1.559914
3693.237305	-1.560155
3693.603516	-1.560395
3693.969727	-1.560636
3694.335938	-1.560876
3694.702148	-1.561116
3695.068359	-1.561357
3695.434570	-1.561597
3695.800781	-1.561837
3696.166992	-1.562077
3696.533203	-1.562317
3696.899414	-1.562558
3697.265625	-1.562798
3697.631836	-1.563038
3697.998047	-1.563277
3698.364258	-1.563517
3698.730469	-1.563757
3699.096680	-1.563997
3699.462891	-1.564237
3699.829102	-1.564476
3700.195312	-1.564716
3700.561523	-1.564956
3700.927734	-1.565195
3701.293945	-1.565435
3701.660156	-1.565674
3702.026367	-1.565914
3702.392578	-1.566153
3702.758789	-1.566392
3703.125000	-1.566632
3703.491211	-1.566871
3703.857422	-1.567110
3704.223633	-1.567349
3704.589844	-1.567588
3704.956055	-1.567827
3705.322266	-1.568066
3705.688477	-1.568305
3706.054688	-1.568544
3706.420898	-1.568783
3706.787109	-1.569022
3707.153320	-1.569261
3707.519531	-1.569500
3707.885742	-1.569738
3708.251953	-1.569977
3708.618164	-1.570215
3708.984375	-1.570454
3709.350586	-1.570692
3709.716797	-1.570931
3710.083008	-1.571169
3710.449219	-1.571408
3710.815430	-1.571646
3711.181641	-1.571884
3711.547852	-1.572122
3711.914062	-1.572361
3712.280273	-1.572599
3712.646484	-1.572837
3713.012695	-1.573075
3713.378906	-1.573313
3713.745117	-1.573551
3714.111328	-1.573789
3714.477539	-1.574027
3714.843750	-1.574264
3715.209961	-1.574502
3715.576172	-1.574740
3715.942383	-1.574977
3716.308594	-1.575215
3716.674805	-1.575453
3717.041016	-1.575690
3717.407227	-1.575928
3717.773438	-1.576165
3718.139648	-1.576402
3718.505859	-1.576640
3718.872070	-1.576877
3719.238281	-1.577114
3719.604492	-1.577351
3719.970703	-1.577589
3720.336914	-1.577826
3720.703125	-1.578063
3721.069336	-1.578300
3721.435547	-1.578537
3721.801758	-1.578774
3722.167969	-1.579010
3722.534180	-1.579247
3722.900391	-1.579484
3723.266602	-1.579721
3723.632812	-1.579957
3723.999023	-1.580194
3724.365234	-1.580431
3724.731445	-1.580667
3725.097656	-1.580904
3725.463867	-1.581140
3725.830078	-1.581377
3726.196289	-1.581613
3726.562500	-1.581849
3726.928711	-1.582085
3727.294922	-1.582322
3727.661133	-1.582558
3728.027344	-1.582794
3728.393555	-1.583030
3728.759766	-1.583266
3729.125977	-1.583502
3729.492188	-1.583738
3729.858398	-1.583974
3730.224609	-1.584210
3730.590820	-1.584445
3730.957031	-1.584681
3731.323242	-1.584917
3731.689453	-1.585153
3732.055664	-1.585388
3732.421875	-1.585624
3732.788086	-1.585859
3733.154297	-1.586095
3733.520508	-1.586330
3733.886719	-1.586565
3734.252930	-1.586801
3734.619141	-1.587036
3734.985352	-1.587271
3735.351562	-1.587506
3735.717773	-1.587742
3736.083984	-1.587977
3736.450195	-1.588212
3736.816406	-1.588447
3737.182617	-1.588682
3737.548828	-1.588916
3737.915039	-1.589151
3738.281250	-1.589386
3738.647461	-1.589621
3739.013672	-1.589856
3739.379883	-1.590090
3739.746094	-1.590325
3740.112305	-1.590559
3740.478516	-1.590794
3740.844727	-1.591028
3741.210938	-1.591263
3741.577148	-1.591497
3741.943359	-1.591732
3742.309570	-1.591966
3742.675781	-1.592200
3743.041992	-1.592434
3743.408203	-1.592668
3743.774414	-1.592903
3744.140625	-1.593137
3744.506836	-1.593371
3744.873047	-1.593605
3745.239258	-1.593839
3745.605469	-1.594072
3745.971680	-1.594306
3746.337891	-1.594540
3746.704102	-1.594774
3747.070312	-1.595007
3747.436523	-1.595241
3747.802734	-1.595475
3748.168945	-1.595708
3748.535156	-1.595942
3748.901367	-1.596175
3749.267578	-1.596408
3749.633789	-1.596642
3750.000000	-1.596875
3750.366211	-1.597108
3750.732422	-1.597342
3751.098633	-1.597575
3751.464844	-1.597808
3751.831055	-1.598041
3752.197266	-1.598274
3752.563477	-1.598507
3752.929688	-1.598740
3753.295898	-1.598973
3753.662109	-1.599206
3754.028320	-1.599438
3754.394531	-1.599671
3754.760742	-1.599904
3755.126953	-1.600136
3755.493164	-1.600369
3755.859375	-1.600602
3756.225586	-1.600834
3756.591797	-1.601067
3756.958008	-1.601299
3757.324219	-1.601531
3757.690430	-1.601764
3758.056641	-1.601996
3758.422852	-1.602228
3758.789062	-1.602460
3759.155273	-1.602692
3759.521484	-1.602924
3759.887695	-1.603156
3760.253906	-1.603388
3760.620117	-1.603620
3760.986328	-1.603852
3761.352539	-1.604084
3761.718750	-1.604316
3762.084961	-1.604548
3762.451172	-1.604779
3762.817383	-1.605011
3763.183594	-1.605243
3763.549805	-1.605474
3763.916016	-1.605706
3764.282227	-1.605937
3764.648438	-1.606169
3765.014648	-1.606400
3765.380859	-1.606631
3765.747070	-1.606863
3766.113281	-1.607094
3766.479492	-1.607325
3766.845703	-1.607556
3767.211914	-1.607787
3767.578125	-1.608018
3767.944336	-1.608249
3768.310547	-1.608480
3768.676758	-1.608711
3769.042969	-1.608942
3769.409180	-1.609173
3769.775391	-1.609404
3770.141602	-1.609634
3770.507812	-1.609865
3770.874023	-1.610096
3771.240234	-1.610326
3771.606445	-1.610557
3771.972656	-1.610787
3772.338867	-1.611018
3772.705078	-1.611248
3773.071289	-1.611478
3773.437500	-1.611709
3773.803711	-1.611939
3774.169922	-1.612169
3774.536133	-1.612399
3774.902344	-1.612629
3775.268555	-1.612859
3775.634766	-1.613089
3776.000977	-1.613319
3776.367188	-1.613549
3776.733398	-1.613779
3777.099609	-1.614009
3777.465820	-1.614239
3777.832031	-1.614468
3778.198242	-1.614698
3778.564453	-1.614928
3778.930664	-1.615157
3779.296875	-1.615387
3779.663086	-1.615616
3780.029297	-1.615846
3780.395508	-1.616075
3780.761719	-1.616304
3781.127930	-1.616534
3781.494141	-1.616763
3781.860352	-1.616992
3782.226562	-1.617221
3782.592773	-1.617450
3782.958984	-1.617680
3783.325195	-1.617909
3783.691406	-1.618137
3784.057617	-1.618366
3784.423828	-1.618595
3784.790039	-1.618824
3785.156250	-1.619053
3785.522461	-1.619282
3785.888672	-1.619510
3786.254883	-1.619739
3786.621094	-1.619968
3786.987305	-1.620196
3787.353516	-1.620425
3787.719727	-1.620653
3788.085938	-1.620881
3788.452148	-1.621110
3788.818359	-1.621338
3789.184570	-1.621566
3789.550781	-1.621795
3789.916992	-1.622023
3790.283203	-1.622251
3790.649414	-1.622479
3791.015625	-1.622707
3791.381836	-1.622935
3791.748047	-1.623163
3792.114258	-1.623391
3792.480469	-1.623619
3792.846680	-1.623846
3793.212891	-1.624074
3793.579102	-1.624302
3793.945312	-1.624529
3794.311523	-1.624757
3794.677734	-1.624985
3795.043945	-1.625212
3795.410156	-1.625439
3795.776367	-1.625667
3796.142578	-1.625894
3796.508789	-1.626122
3796.875000	-1.626349
3797.241211	-1.626576
3797.607422	-1.626803
3797.973633	-1.627030
3798.339844	-1.627257
3798.706055	-1.627484
3799.072266	-1.627711
3799.438477	-1.627938
3799.804688	-1.628165
3800.170898	-1.628392
3800.537109	-1.628619
3800.903320	-1.628846
3801.269531	-1.629072
3801.635742	-1.629299
3802.001953	-1.629526
3802.368164	-1.629752
3802.734375	-1.629979
3803.100586	-1.630205
3803.466797	-1.630431
3803.833008	-1.630658
3804.199219	-1.630884
3804.565430	-1.631110
3804.931641	-1.631337
3805.297852	-1.631563
3805.664062	-1.631789
3806.030273	-1.632015
3806.396484	-1.632241
3806.762695	-1.632467
3807.128906	-1.632693
3807.495117	-1.632919
3807.861328	-1.633145
3808.227539	-1.633371
3808.593750	-1.633596
3808.959961	-1.633822
3809.326172	-1.634048
3809.692383	-1.634273
3810.058594	-1.634499
3810.424805	-1.634724
3810.791016	-1.634950
3811.157227	-1.635175
3811.523438	-1.635401
3811.889648	-1.635626
3812.255859	-1.635851
3812.622070	-1.636076
3812.988281	-1.636302
3813.354492	-1.636527
3813.720703	-1.636752
3814.086914	-1.636977
3814.453125	-1.637202
3814.819336	-1.637427
3815.185547	-1.637652
3815.551758	-1.637877
3815.917969	-1.638101
3816.284180	-1.638326
3816.650391	-1.638551
3817.016602	-1.638775
3817.382812	-1.639000
3817.749023	-1.639225
3818.115234	-1.639449
3818.481445	-1.639674
3818.847656	-1.639898
3819.213867	-1.640122
3819.580078	-1.640347
3819.946289	-1.640571
3820.312500	-1.640795
3820.678711	-1.641019
3821.044922	-1.641244
3821.411133	-1.641468
3821.777344	-1.641692
3822.143555	-1.641916
3822.509766	-1.642140
3822.875977	-1.642364
3823.242188	-1.642587
3823.608398	-1.642811
3823.974609	-1.643035
3824.340820	-1.643259
3824.707031	-1.643482
3825.073242	-1.643706
3825.439453	-1.643929
3825.805664	-1.644153
3826.171875	-1.644376
3826.538086	-1.644600
3826.904297	-1.644823
3827.270508	-1.645047
3827.636719	-1.645270
3828.002930	-1.645493
3828.369141	-1.645716
3828.735352	-1.645939
3829.101562	-1.646163
3829.467773	-1.646386
3829.833984	-1.646609
3830.200195	-1.646832
3830.566406	-1.647054
3830.932617	-1.647277
3831.298828	-1.647500
3831.665039	-1.647723
3832.031250	-1.647946
3832.397461	-1.648168
3832.763672	-1.648391
3833.129883	-1.648613
3833.496094	-1.648836
3833.862305	-1.649058
3834.228516	-1.649281
3834.594727	-1.649503
3834.960938	-1.649726
3835.327148	-1.649948
3835.693359	-1.650170
3836.059570	-1.650392
3836.425781	-1.650614
3836.791992	-1.650837
3837.158203	-1.651059
3837.524414	-1.651281
3837.890625	-1.651503
3838.256836	-1.651725
3838.623047	-1.651946
3838.989258	-1.652168
3839.355469	-1.652390
3839.721680	-1.652612
3840.087891	-1.652833
3840.454102	-1.653055
3840.820312	-1.653277
3841.186523	-1.653498
3841.552734	-1.653720
3841.918945	-1.653941
3842.285156	-1.654162
3842.651367	-1.654384
3843.017578	-1.654605
3843.383789	-1.654826
3843.750000	-1.655047
3844.116211	-1.655269
3844.482422	-1.655490
3844.848633	-1.655711
3845.214844	-1.655932
3845.581055	-1.656153
3845.947266	-1.656374
3846.313477	-1.656594
3846.679688	-1.656815
3847.045898	-1.657036
3847.412109	-1.657257
3847.778320	-1.657477
3848.144531	-1.657698
3848.510742	-1.657919
3848.876953	-1.658139
3849.243164	-1.658360
3849.609375	-1.658580
3849.975586	-1.658800
3850.341797	-1.659021
3850.708008	-1.659241
3851.074219	-1.659461
3851.440430	-1.659682
3851.806641	-1.659902
3852.172852	-1.660122
3852.539062	-1.660342
3852.905273	-1.660562
3853.271484	-1.660782
3853.637695	-1.661002
3854.003906	-1.661222
3854.370117	-1.661441
3854.736328	-1.661661
3855.102539	-1.661881
3855.468750	-1.662101
3855.834961	-1.662320
3856.201172	-1.662540
3856.567383	-1.662759
3856.933594	-1.662979
3857.299805	-1.663198
3857.666016	-1.663418
3858.032227	-1.663637
3858.398438	-1.663856
3858.764648	-1.664076
3859.130859	-1.664295
3859.497070	-1.664514
3859.863281	-1.664733
3860.229492	-1.664952
3860.595703	-1.665171
3860.961914	-1.665390
3861.328125	-1.665609
3861.694336	-1.665828
3862.060547	-1.666047
3862.426758	-1.666265
3862.792969	-1.666484
3863.159180	-1.666703
3863.525391	-1.666921
3863.891602	-1.667140
3864.257812	-1.667359
3864.624023	-1.667577
3864.990234	-1.667796
3865.356445	-1.668014
3865.722656	-1.668232
3866.088867	-1.668451
3866.455078	-1.668669
3866.821289	-1.668887
3867.187500	-1.669105
3867.553711	-1.669323
3867.919922	-1.669541
3868.286133	-1.669759
3868.652344	-1.669977
3869.018555	-1.670195
3869.384766	-1.670413
3869.750977	-1.670631
3870.117188	-1.670849
3870.483398	-1.671066
3870.849609	-1.671284
3871.215820	-1.671502
3871.582031	-1.671719
3871.948242	-1.671937
3872.314453	-1.672154
3872.680664	-1.672372
3873.046875	-1.672589
3873.413086	-1.672807
3873.779297	-1.673024
3874.145508	-1.673241
3874.511719	-1.673458
3874.877930	-1.673676
3875.244141	-1.673893
3875.610352	-1.674110
3875.976562	-1.674327
3876.342773	-1.674544
3876.708984	-1.674761
3877.075195	-1.674977
3877.441406	-1.675194
3877.807617	-1.675411
3878.173828	-1.675628
3878.540039	-1.675844
3878.906250	-1.676061
3879.272461	-1.676278
3879.638672	-1.676494
3880.004883	-1.676711
3880.371094	-1.676927
3880.737305	-1.677144
3881.103516	-1.677360
3881.469727	-1.677576
3881.835938	-1.677793
3882.202148	-1.678009
3882.568359	-1.678225
3882.934570	-1.678441
3883.300781	-1.678657
3883.666992	-1.678873
3884.033203	-1.679089
3884.399414	-1.679305
3884.765625	-1.679521
3885.131836	-1.679737
3885.498047	-1.679952
3885.864258	-1.680168
3886.230469	-1.680384
3886.596680	-1.680600
3886.962891	-1.680815
3887.329102	-1.681031
3887.695312	-1.681246
3888.061523	-1.681462
3888.427734	-1.681677
3888.793945	-1.681892
3889.160156	-1.682108
3889.526367	-1.682323
3889.892578	-1.682538
3890.258789	-1.682753
3890.625000	-1.682968
3890.991211	-1.683184
3891.357422	-1.683399
3891.723633	-1.683614
3892.089844	-1.683828
3892.456055	-1.684043
3892.822266	-1.684258
3893.188477	-1.684473
3893.554688	-1.684688
3893.920898	-1.684902
3894.287109	-1.685117
3894.653320	-1.685332
3895.019531	-1.685546
3895.385742	-1.685761
3895.751953	-1.685975
3896.118164	-1.686190
3896.484375	-1.686404
3896.850586	-1.686618
3897.216797	-1.686832
3897.583008	-1.687047
3897.949219	-1.687261
3898.315430	-1.687475
3898.681641	-1.687689
3899.047852	-1.687903
3899.414062	-1.688117
3899.780273	-1.688331
3900.146484	-1.688545
3900.512695	-1.688759
3900.878906	-1.688972
3901.245117	-1.689186
3901.611328	-1.689400
3901.977539	-1.689614
3902.343750	-1.689827
3902.709961	-1.690041
3903.076172	-1.690254
3903.442383	-1.690468
3903.808594	-1.690681
3904.174805	-1.690894
3904.541016	-1.691108
3904.907227	-1.691321
3905.273438	-1.691534
3905.639648	-1.691747
3906.005859	-1.691961
3906.372070	-1.692174
3906.738281	-1.692387
3907.104492	-1.692600
3907.470703	-1.692813
3907.836914	-1.693025
3908.203125	-1.693238
3908.569336	-1.693451
3908.935547	-1.693664
3909.301758	-1.693877
3909.667969	-1.694089
3910.034180	-1.694302
3910.400391	-1.694514
3910.766602	-1.694727
3911.132812	-1.694939
3911.499023	-1.695152
3911.865234	-1.695364
3912.231445	-1.695576
3912.597656	-1.695789
3912.963867	-1.696001
3913.330078	-1.696213
3913.696289	-1.696425
3914.062500	-1.696637
3914.428711	-1.696849
3914.794922	-1.697061
3915.161133	-1.697273
3915.527344	-1.697485
3915.893555	-1.697697
3916.259766	-1.697909
3916.625977	-1.698121
3916.992188	-1.698332
3917.358398	-1.698544
3917.724609	-1.698756
3918.090820	-1.698967
3918.457031	-1.699179
3918.823242	-1.699390
3919.189453	-1.699601
3919.555664	-1.699813
3919.921875	-1.700024
3920.288086	-1.700235
3920.654297	-1.700447
3921.020508	-1.700658
3921.386719	-1.700869
3921.752930	-1.701080
3922.119141	-1.701291
3922.485352	-1.701502
3922.851562	-1.701713
3923.217773	-1.701924
3923.583984	-1.702135
3923.950195	-1.702346
3924.316406	-1.702556
3924.682617	-1.702767
3925.048828	-1.702978
3925.415039	-1.703188
3925.781250	-1.703399
3926.147461	-1.703609
3926.513672	-1.703820
3926.879883	-1.704030
3927.246094	-1.704241
3927.612305	-1.704451
3927.978516	-1.704661
3928.344727	-1.704872
3928.710938	-1.705082
3929.077148	-1.705292
3929.443359	-1.705502
3929.809570	-1.705712
3930.175781	-1.705922
3930.541992	-1.706132
3930.908203	-1.706342
3931.274414	-1.706552
3931.640625	-1.706761
3932.006836	-1.706971
3932.373047	-1.707181
3932.739258	-1.707391
3933.105469	-1.707600
3933.471680	-1.707810
3933.837891	-1.708019
3934.204102	-1.708229
3934.570312	-1.708438
3934.936523	-1.708648
3935.302734	-1.708857
3935.668945	-1.709066
3936.035156	-1.709275
3936.401367	-1.709485
3936.767578	-1.709694
3937.133789	-1.709903
3937.500000	-1.710112
3937.866211	-1.710321
3938.232422	-1.710530
3938.598633	-1.710739
3938.964844	-1.710948
3939.331055	-1.711157
3939.697266	-1.711365
3940.063477	-1.711574
3940.429688	-1.711783
3940.795898	-1.711991
3941.162109	-1.712200
3941.528320	-1.712408
3941.894531	-1.712617
3942.260742	-1.712825
3942.626953	-1.713034
3942.993164	-1.713242
3943.359375	-1.713450
3943.725586	-1.713659
3944.091797	-1.713867
3944.458008	-1.714075
3944.824219	-1.714283
3945.190430	-1.714491
3945.556641	-1.714699
3945.922852	-1.714907
3946.289062	-1.715115
3946.655273	-1.715323
3947.021484	-1.715531
3947.387695	-1.715738
3947.753906	-1.715946
3948.120117	-1.716154
3948.486328	-1.716361
3948.852539	-1.716569
3949.218750	-1.716777
3949.584961	-1.716984
3949.951172	-1.717192
3950.317383	-1.717399
3950.683594	-1.717606
3951.049805	-1.717814
3951.416016	-1.718021
3951.782227	-1.718228
3952.148438	-1.718435
3952.514648	-1.718642
3952.880859	-1.718849
3953.247070	-1.719056
3953.613281	-1.719263
3953.979492	-1.719470
3954.345703	-1.719677
3954.711914	-1.719884
3955.078125	-1.720091
3955.444336	-1.720297
3955.810547	-1.720504
3956.176758	-1.720711
3956.542969	-1.720917
3956.909180	-1.721124
3957.275391	-1.721330
3957.641602	-1.721537
3958.007812	-1.721743
3958.374023	-1.721950
3958.740234	-1.722156
3959.106445	-1.722362
3959.472656	-1.722568
3959.838867	-1.722775
3960.205078	-1.722981
3960.571289	-1.723187
3960.937500	-1.723393
3961.303711	-1.723599
3961.669922	-1.723805
3962.036133	-1.724011
3962.402344	-1.724216
3962.768555	-1.724422
3963.134766	-1.724628
3963.500977	-1.724834
3963.867188	-1.725039
3964.233398	-1.725245
3964.599609	-1.725451
3964.965820	-1.725656
3965.332031	-1.725861
3965.698242	-1.726067
3966.064453	-1.726272
3966.430664	-1.726478
3966.796875	-1.726683
3967.163086	-1.726888
3967.529297	-1.727093
3967.895508	-1.727298
3968.261719	-1.727503
3968.627930	-1.727708
3968.994141	-1.727913
3969.360352	-1.728118
3969.726562	-1.728323
3970.092773	-1.728528
3970.458984	-1.728733
3970.825195	-1.728938
3971.191406	-1.729142
3971.557617	-1.729347
3971.923828	-1.729552
3972.290039	-1.729756
3972.656250	-1.729961
3973.022461	-1.730165
3973.388672	-1.730370
3973.754883	-1.730574
3974.121094	-1.730778
3974.487305	-1.730983
3974.853516	-1.731187
3975.219727	-1.731391
3975.585938	-1.731595
3975.952148	-1.731799
3976.318359	-1.732003
3976.684570	-1.732207
3977.050781	-1.732411
3977.416992	-1.732615
3977.783203	-1.732819
3978.149414	-1.733023
3978.515625	-1.733227
3978.881836	-1.733430
3979.248047	-1.733634
3979.614258	-1.733838
3979.980469	-1.734041
3980.346680	-1.734245
3980.712891	-1.734448
3981.079102	-1.734652
3981.445312	-1.734855
3981.811523	-1.735058
3982.177734	-1.735262
3982.543945	-1.735465
3982.910156	-1.735668
3983.276367	-1.735871
3983.642578	-1.736074
3984.008789	-1.736277
3984.375000	-1.736480
3984.741211	-1.736683
3985.107422	-1.736886
3985.473633	-1.737089
3985.839844	-1.737292
3986.206055	-1.737495
3986.572266	-1.737698
3986.938477	-1.737900
3987.304688	-1.738103
3987.670898	-1.738305
3988.037109	-1.738508
3988.403320	-1.738710
3988.769531	-1.738913
3989.135742	-1.739115
3989.501953	-1.739318
3989.868164	-1.739520
3990.234375	-1.739722
3990.600586	-1.739924
3990.966797	-1.740127
3991.333008	-1.740329
3991.699219	-1.740531
3992.065430	-1.740733
3992.431641	-1.740935
3992.797852	-1.741137
3993.164062	-1.741339
3993.530273	-1.741540
3993.896484	-1.741742
3994.262695	-1.741944
3994.628906	-1.742146
3994.995117	-1.742347
3995.361328	-1.742549
3995.727539	-1.742750
3996.093750	-1.742952
3996.459961	-1.743153
3996.826172	-1.743355
3997.192383	-1.743556
3997.558594	-1.743758
3997.924805	-1.743959
3998.291016	-1.744160
3998.657227	-1.744361
3999.023438	-1.744562
3999.389648	-1.744763
3999.755859	-1.744964
4000.000000	-1.745098
4000.122070	-1.745165
4000.488281	-1.745366
4000.854492	-1.745567
4001.220703	-1.745768
4001.586914	-1.745969
4001.953125	-1.746170
4002.319336	-1.746370
4002.685547	-1.746571
4003.051758	-1.746772
4003.417969	-1.746972
4003.784180	-1.747173
4004.150391	-1.747373
4004.516602	-1.747574
4004.882812	-1.747774
4005.249023	-1.747974
4005.615234	-1.748175
4005.981445	-1.748375
4006.347656	-1.748575
4006.713867	-1.748775
4007.080078	-1.748975
4007.446289	-1.749175
4007.812500	-1.749375
4008.178711	-1.749575
4008.544922	-1.749775
4008.911133	-1.749975
4009.277344	-1.750175
4009.643555	-1.750375
4010.009766	-1.750574
4010.375977	-1.750774
4010.742188	-1.750974
4011.108398	-1.751173
4011.474609	-1.751373
4011.840820	-1.751572
4012.207031	-1.751772
4012.573242	-1.751971
4012.939453	-1.752171
4013.305664	-1.752370
4013.671875	-1.752569
4014.038086	-1.752768
4014.404297	-1.752968
4014.770508	-1.753167
4015.136719	-1.753366
4015.502930	-1.753565
4015.869141	-1.753764
4016.235352	-1.753963
4016.601562	-1.754162
4016.967773	-1.754360
4017.333984	-1.754559
4017.700195	-1.754758
4018.066406	-1.754957
4018.432617	-1.755155
4018.798828	-1.755354
4019.165039	-1.755552
4019.531250	-1.755751
4019.897461	-1.755949
4020.263672	-1.756148
4020.629883	-1.756346
4020.996094	-1.756545
4021.362305	-1.756743
4021.728516	-1.756941
4022.094727	-1.757139
4022.460938	-1.757337
4022.827148	-1.757535
4023.193359	-1.757733
4023.559570	-1.757931
4023.925781	-1.758129
4024.291992	-1.758327
4024.658203	-1.758525
4025.024414	-1.758723
4025.390625	-1.758921
4025.756836	-1.759118
4026.123047	-1.759316
4026.489258	-1.759514
4026.855469	-1.759711
4027.221680	-1.759909
4027.587891	-1.760106
4027.954102	-1.760304
4028.320312	-1.760501
4028.686523	-1.760698
4029.052734	-1.760896
4029.418945	-1.761093
4029.785156	-1.761290
4030.151367	-1.761487
4030.517578	-1.761685
4030.883789	-1.761882
4031.250000	-1.762079
4031.616211	-1.762276
4031.982422	-1.762472
4032.348633	-1.762669
4032.714844	-1.762866
4033.081055	-1.763063
4033.447266	-1.763260
4033.813477	-1.763456
4034.179688	-1.763653
4034.545898	-1.763850
4034.912109	-1.764046
4035.278320	-1.764243
4035.644531	-1.764439
4036.010742	-1.764636
4036.376953	-1.764832
4036.743164	-1.765028
4037.109375	-1.765224
4037.475586	-1.765421
4037.841797	-1.765617
4038.208008	-1.765813
4038.574219	-1.766009
4038.940430	-1.766205
4039.306641	-1.766401
4039.672852	-1.766597
4040.039062	-1.766793
4040.405273	-1.766989
4040.771484	-1.767185
4041.137695	-1.767380
4041.503906	-1.767576
4041.870117	-1.767772
4042.236328	-1.767967
4042.602539	-1.768163
4042.968750	-1.768358
4043.334961	-1.768554
4043.701172	-1.768749
4044.067383	-1.768945
4044.433594	-1.769140
4044.799805	-1.769335
4045.166016	-1.769531
4045.532227	-1.769726
4045.898438	-1.769921
4046.264648	-1.770116
4046.630859	-1.770311
4046.997070	-1.770506
4047.363281	-1.770701
4047.729492	-1.770896
4048.095703	-1.771091
4048.461914	-1.771286
4048.828125	-1.771481
4049.194336	-1.771675
4049.560547	-1.771870
4049.926758	-1.772065
4050.292969	-1.772259
4050.659180	-1.772454
4051.025391	-1.772648
4051.391602	-1.772843
4051.757812	-1.773037
4052.124023	-1.773232
4052.490234	-1.773426
4052.856445	-1.773620
4053.222656	-1.773814
4053.588867	-1.774008
4053.955078	-1.774203
4054.321289	-1.774397
4054.687500	-1.774591
4055.053711	-1.774785
4055.419922	-1.774979
4055.786133	-1.775173
4056.152344	-1.775366
4056.518555	-1.775560
4056.884766	-1.775754
4057.250977	-1.775948
4057.617188	-1.776141
4057.983398	-1.776335
4058.349609	-1.776529
4058.715820	-1.776722
4059.082031	-1.776916
4059.448242	-1.777109
4059.814453	-1.777302
4060.180664	-1.777496
4060.546875	-1.777689
4060.913086	-1.777882
4061.279297	-1.778076
4061.645508	-1.778269
4062.011719	-1.778462
4062.377930	-1.778655
4062.744141	-1.778848
4063.110352	-1.779041
4063.476562	-1.779234
4063.842773	-1.779427
4064.208984	-1.779620
4064.575195	-1.779812
4064.941406	-1.780005
4065.307617	-1.780198
4065.673828	-1.780390
4066.040039	-1.780583
4066.406250	-1.780776
4066.772461	-1.780968
4067.138672	-1.781161
4067.504883	-1.781353
4067.871094	-1.781545
4068.237305	-1.781738
4068.603516	-1.781930
4068.969727	-1.782122
4069.335938	-1.782314
4069.702148	-1.782506
4070.068359	-1.782699
4070.434570	-1.782891
4070.800781	-1.783083
4071.166992	-1.783275
4071.533203	-1.783466
4071.899414	-1.783658
4072.265625	-1.783850
4072.631836	-1.784042
4072.998047	-1.784234
4073.364258	-1.784425
4073.730469	-1.784617
4074.096680	-1.784809
4074.462891	-1.785000
4074.829102	-1.785192
4075.195312	-1.785383
4075.561523	-1.785574
4075.927734	-1.785766
4076.293945	-1.785957
4076.660156	-1.786148
4077.026367	-1.786340
4077.392578	-1.786531
4077.758789	-1.786722
4078.125000	-1.786913
4078.491211	-1.787104
4078.857422	-1.787295
4079.223633	-1.787486
4079.589844	-1.787677
4079.956055	-1.787868
4080.322266	-1.788058
4080.688477	-1.788249
4081.054688	-1.788440
4081.420898	-1.788631
4081.787109	-1.788821
4082.153320	-1.789012
4082.519531	-1.789202
4082.885742	-1.789393
4083.251953	-1.789583
4083.618164	-1.789774
4083.984375	-1.789964
4084.350586	-1.790154
4084.716797	-1.790345
4085.083008	-1.790535
4085.449219	-1.790725
4085.815430	-1.790915
4086.181641	-1.791105
4086.547852	-1.791295
4086.914062	-1.791485
4087.280273	-1.791675
4087.646484	-1.791865
4088.012695	-1.792055
4088.378906	-1.792244
4088.745117	-1.792434
4089.111328	-1.792624
4089.477539	-1.792814
4089.843750	-1.793003
4090.209961	-1.793193
4090.576172	-1.793382
4090.942383	-1.793572
4091.308594	-1.793761
4091.674805	-1.793951
4092.041016	-1.794140
4092.407227	-1.794329
4092.773438	-1.794518
4093.139648	-1.794708
4093.505859	-1.794897
4093.872070	-1.795086
4094.238281	-1.795275
4094.604492	-1.795464
4094.970703	-1.795653
4095.336914	-1.795842
4095.703125	-1.796031
4096.069336	-1.796219
4096.435547	-1.796408
4096.801758	-1.796597
4097.167969	-1.796786
4097.534180	-1.796974
4097.900391	-1.797163
4098.266602	-1.797351
4098.632812	-1.797540
4098.999023	-1.797728
4099.365234	-1.797917
4099.731445	-1.798105
4100.097656	-1.798293
4100.463867	-1.798482
4100.830078	-1.798670
4101.196289	-1.798858
4101.562500	-1.799046
4101.928711	-1.799234
4102.294922	-1.799422
4102.661133	-1.799610
4103.027344	-1.799798
4103.393555	-1.799986
4103.759766	-1.800174
4104.125977	-1.800362
4104.492188	-1.800550
4104.858398	-1.800737
4105.224609	-1.800925
4105.590820	-1.801113
4105.957031	-1.801300
4106.323242	-1.801488
4106.689453	-1.801675
