FREQ	GAIN
160.766602	0.690054
160.865000	0.688584
161.132812	0.684601
161.231000	0.683147
161.499023	0.679197
161.597000	0.677759
161.865234	0.673841
161.964000	0.672405
162.231445	0.668535
162.330000	0.667115
162.597656	0.663276
162.696000	0.661871
162.963867	0.658064
163.062000	0.656676
163.330078	0.652899
163.428000	0.651526
163.696289	0.647781
163.795000	0.646410
164.062500	0.642709
164.161000	0.641353
164.428711	0.637683
164.527000	0.636342
164.794922	0.632702
164.893000	0.631376
165.161133	0.627766
165.259000	0.626454
165.527344	0.622874
165.626000	0.621564
165.893555	0.618026
165.992000	0.616730
166.259766	0.613221
166.358000	0.611940
166.625977	0.608460
166.724000	0.607193
166.992188	0.603742
167.091000	0.602476
167.358398	0.599065
167.457000	0.597813
167.724609	0.594431
167.823000	0.593193
168.090820	0.589838
168.189000	0.588614
168.457031	0.585286
168.555000	0.584076
168.823242	0.580775
168.922000	0.579566
169.189453	0.576304
169.288000	0.575108
169.555664	0.571874
169.654000	0.570691
169.921875	0.567482
170.020000	0.566312
170.288086	0.563130
170.386000	0.561973
170.654297	0.558817
170.753000	0.557661
171.020508	0.554542
171.119000	0.553399
171.386719	0.550306
171.485000	0.549175
171.752930	0.546106
171.851000	0.544988
172.119141	0.541945
172.217000	0.540839
172.485352	0.537820
172.584000	0.536715
172.851562	0.533732
172.950000	0.532639
173.217773	0.529680
173.316000	0.528599
173.583984	0.525664
173.682000	0.524595
173.950195	0.521684
174.048000	0.520627
174.316406	0.517739
174.415000	0.516683
174.682617	0.513829
174.781000	0.512784
175.048828	0.509953
175.147000	0.508920
175.415039	0.506112
175.513000	0.505090
175.781250	0.502304
175.880000	0.501283
176.147461	0.498530
176.246000	0.497520
176.513672	0.494790
176.612000	0.493791
176.879883	0.491082
176.978000	0.490094
177.246094	0.487407
177.344000	0.486430
177.612305	0.483764
177.711000	0.482788
177.978516	0.480153
178.077000	0.479188
178.344727	0.476574
178.443000	0.475619
178.710938	0.473026
178.809000	0.472082
179.077148	0.469510
179.175000	0.468575
179.443359	0.466024
179.542000	0.465090
179.809570	0.462569
